"   ","PROCMATERIALDTLID","DEPTID","PROCESSID","PACKNUM","GOODSID","BARCODE","GOODSLOCID","OWNERID","OWNERNAME","GOODSOWNERMANAGENO","GOODSOWNERPACKNO","MANAGENO","FEEBEGINDATE","CONTRACTID","GOODSSTATENO","GOODSSTATENAME","CHANGEOWNERTIMES","GOODSTYPE","GOODSTYPENAME","KINDNO","KINDNAME","SHOPSIGNID","SHOPSIGNNAME","PRODAREAID","PRODAREANAME","GOODSBATCHNO","PRODSTOVENO","GRADENUM","GRADENUMTHICK","GRADENUMWIDTH","GRADENUMLENGTH","GROSSWEIGHT","NETWEIGHT","POUNDWEIGHT","CHECKWEIGHT","SHEETNUM","PACKTYPE","PACKTYPENAME","UNIT","QUALITYMEMO","FIRSTINOWNERID","FIRSTINDATE","INBILLID","INTYPE","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","ORDERBY","R_RECORD_CHANGE_FLAG","SHOPSIGNCD","CUSTOMERID","CHANXIAN","PLY","MEMO","JYZXFLAG","LOCLV1","LOCLV2","SPECIALMEMO"
"45","614f4050bfcf4829ab7556c94412cb1f","0101","0114080624","140740681S","34a02d2a10e0449aaab6eab48d67c90b","1232207934287","DE2532","KH00091","上海恒义物资有限公司","","","SXJM兴宁120140817ZF","2014/8/16 9:43:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000005","SPHC","CD000057","本钢","","","4.5*1250*0","4.500000","1250.000000","0.000000","19.770000","19.770000","19.770000","19.770000","1.000000","","","","","KH04647","2014/8/17 11:17:06","RK1408170033","70","2014/8/17 12:12:23","1818","","","0","0","0","","","","0","","","","",""
"46","49cfd52df3bb4f6f95754a9d7fe1a01b","0101","0114080965","140740683S","75a3702a7ae043c9947cde81f20d97db","1232207933242","CB2611","KH00091","上海恒义物资有限公司","","","SXJM兴宁120140817ZF","2014/8/16 9:50:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000005","SPHC","CD000057","本钢","","","4.5*1250*0","4.500000","1250.000000","0.000000","19.600000","19.600000","19.600000","19.600000","1.000000","","","","","KH04647","2014/8/17 11:17:06","RK1408170033","70","2014/8/25 11:24:06","1818","","","0","0","0","","","","0","","","","",""
"47","d0163cc4be2a430f9a2ea73a10baa761","0101","0114080965","140742641S","6a5e5414177d4ccc9074e99b47d0de95","1232207933167","CB1152","KH00091","上海恒义物资有限公司","","","SXJM兴宁120140817ZF","2014/8/16 10:10:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000005","SPHC","CD000057","本钢","","","4.5*1250*0","4.500000","1250.000000","0.000000","19.582000","19.582000","19.582000","19.582000","1.000000","","","","","KH04647","2014/8/17 11:17:06","RK1408170033","70","2014/8/25 11:24:06","1818","","","0","1","0","","","","0","","","","",""
"48","cdbb3ed9b85a4a7ca865124def343d75","0101","0114080965","140741031S","6718bbcec2984e4889931c441f30dbbc","1232207934249","DE2522","KH00091","上海恒义物资有限公司","","","SXJM兴宁120140817ZF","2014/8/16 9:50:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000005","SPHC","CD000057","本钢","","","4.5*1250*0","4.500000","1250.000000","0.000000","19.610000","19.610000","19.610000","19.610000","1.000000","","","","","KH04647","2014/8/17 11:17:06","RK1408170033","70","2014/8/25 11:24:06","1818","","","0","2","0","","","","0","","","","",""
"49","17ebdc6a16604c02b611e24cf35df97f","0101","0114080965","140740684S","e06847799d164193b315cac9108c0369","1232207934218","DE1242","KH00091","上海恒义物资有限公司","","","SXJM兴宁120140817ZF","2014/8/16 9:56:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000005","SPHC","CD000057","本钢","","","4.5*1250*0","4.500000","1250.000000","0.000000","19.580000","19.580000","19.580000","19.580000","1.000000","","","","","KH04647","2014/8/17 11:17:06","RK1408170033","70","2014/8/25 11:24:06","1818","","","0","3","0","","","","0","","","","",""
"50","aefc941a7a934936903aac3ce8010bc6","0101","0114090239","R4172701401","1dfa420de76d4803a02dbea10285f9d7","R41727071401","JC1312","KH00091","上海恒义物资有限公司","TI13140700039","R4172701401","I4D0000703","2014/8/21 20:57:00","TI13140700039","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000005","SPHC","","宝钢","","155740","6*1500*C","6.000000","1500.000000","0.000000","23.940000","23.940000","23.940000","23.940000","1.000000","","","","","KH00004","2014/8/22 8:24:33","RK1408220005","70","2014/9/4 16:42:04","1818","","","0","2","0","","","","0","","","","",""
"51","442619eddc1149a88840a5f7c7f5a4f4","0101","0114090239","R4172701301","7062d2ea92d444208f101b2de8a6dfd5","R4172701301","JA1321","KH00091","上海恒义物资有限公司","TI13140700039","R4172701301","I4D0000703","2014/8/14 11:54:00","TI13140700039","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000005","SPHC","","宝钢","","155740","6*1500*C","6.000000","1500.000000","0.000000","24.230000","24.230000","24.230000","24.230000","1.000000","","","","","KH00004","2014/8/15 10:07:39","RK1408150008","70","2014/9/4 16:42:03","1818","","","0","0","0","","","","0","","","","",""
"52","c8fb6031d9e447e68c8edfdb63e71b86","0101","0114090239","R4172701101","463b9ea8ef414bc0915684babf98defe","R4172701101","JA1411","KH00091","上海恒义物资有限公司","TI13140700039","R4172701101","I4D0000703","2014/8/14 11:53:00","TI13140700039","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000005","SPHC","","宝钢","","155740","6*1500*C","6.000000","1500.000000","0.000000","22.780000","22.780000","22.780000","22.780000","1.000000","","","","","KH00004","2014/8/15 10:07:39","RK1408150008","70","2014/9/4 16:42:04","1818","","","0","1","0","","","","0","","","","",""
"53","bcb125fe999c4e9cb93b891c2c4b571e","0101","0115080321","H4H3714236","3c47eb098689497eb3cc25c7693f62ac","1232207338733","IE3141","KH00135","上海资成实业有限公司","","","WGPD予信102515718A","2015/7/20 9:34:44","","110","加工完成","2","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","5.75*1800*0","5.750000","1800.000000","0.000000","27.280000","27.280000","27.280000","27.280000","1.000000","","","","","KH07520","2015/7/20 9:34:44","RK1507200013","70","2015/8/10 15:58:43","100006","","","0","0","0","","","","0","","0","","",""
"54","29e8ae223746443687de225a7d7f600a","0101","0114091098","A140859474P1","f39b57dd90cf4cf48fafe5214fe980f5","1232207154128","BA1112","KH00135","上海资成实业有限公司","","","SXJM富翔1014918A","2014/9/19 6:45:36","","110","加工完成","2","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.5*1500*0","1.500000","1500.000000","0.000000","21.680000","21.680000","21.680000","21.680000","1.000000","","","","","KH04647","2014/9/19 9:08:14","RK1409190002","70","2014/9/25 17:25:48","1818","","","0","0","0","","","","0","","","","",""
"55","514ad88c3503407e9a02f10a4e4011e1","0101","0114091098","A140848933P1","3e6cb414a7c240c9851adf796671d393","1232207943760","IB2342","KH00135","上海资成实业有限公司","","","SXJM富翔1014918T","2014/9/18 16:25:46","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000005","SPHC","CD000057","本钢","","","2*1500*0","2.000000","1500.000000","0.000000","19.630000","19.630000","19.630000","19.630000","1.000000","","","","","KH04647","2014/9/19 10:05:36","RK1409190024","70","2014/9/25 17:25:48","1818","","","0","1","0","","","","0","","","","",""
"56","aa2ec655967140c8b70927b3545764b5","0101","0114100267","D140821894D","d6dbd69946c641819081923b662ddb03","1232207947799","DD1442","KH00135","上海资成实业有限公司","","","SXJM华顺达1680920M","2014/9/20 8:38:41","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","7*1500*0","7.000000","1500.000000","0.000000","22.450000","22.450000","22.450000","22.450000","1.000000","","","","","KH04647","2014/9/20 10:40:24","RK1409200018","70","2014/10/10 15:11:23","100006","","","0","0","0","","","","0","","","","",""
"57","e57317e3a1504ccba5b7783275d676d7","0101","0114070138","44030003","0e069043be0349f8826804880bdd5dc1","1232207975624","HA1422","KH00156","上海腾伟实业有限公司","","","HN豫鑫裕1258914508C","2014/5/8 0:17:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","20.200000","20.200000","20.200000","20.200000","1.000000","","","","","KH04122","2014/5/9 11:30:08","RK1405090026","70","2014/7/3 13:25:48","100006","","","0","1","0","","","","0","","","","",""
"58","27f17b842a944977a0d8ce49481a92c3","0101","0114070138","44030002","bf333cf84e0b4bb5a47b577b4288a8eb","1232207977123","DB2121","KH00156","上海腾伟实业有限公司","","","HN豫信货10518140509C","2014/5/8 9:49:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","20.690000","20.690000","20.690000","20.690000","1.000000","","","","","KH04122","2014/5/9 9:37:56","RK1405090008","70","2014/7/3 13:25:48","100006","","","0","2","0","","","","0","","","","",""
"59","dc8513574d4c403fa9542fdf11d5bb92","0101","0114070138","44030017","6db3fc8bf24e4b7ba116e01d47d067b6","1232207976140","CF2242","KH00156","上海腾伟实业有限公司","","","HN豫信货10518140509C","2014/5/7 20:30:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","20.320000","20.320000","20.320000","20.320000","1.000000","","","","","KH04122","2014/5/9 9:37:56","RK1405090008","70","2014/7/3 13:25:48","100006","","","0","3","0","","","","0","","","","",""
"60","49c5c7bb5d8c44c9a416932822b3e19c","0101","0114070138","44028731","1032265b142f48a3b391d287af982eef","1232207969470","DB2111","KH00156","上海腾伟实业有限公司","","","HN淮南1516140526D","2014/5/23 12:05:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","20.080000","20.080000","20.080000","20.080000","1.000000","","","","","KH04122","2014/5/26 12:32:08","RK1405260010","70","2014/7/3 13:25:48","100006","","","0","4","0","","","","0","","","","",""
"61","a3865088966142f98ab30750164604cc","0101","0114070138","44028733","2fd4ce0052c7405ea4c0221bda410540","1232207969609","DB1411","KH00156","上海腾伟实业有限公司","","","HN淮南1516140526D","2014/5/23 12:26:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","20.470000","20.470000","20.470000","20.470000","1.000000","","","","","KH04122","2014/5/26 12:32:08","RK1405260010","70","2014/7/3 13:25:48","100006","","","0","5","0","","","","0","","","","",""
"62","de4860228f314c11a3790501e2cdf6fe","0101","0114070138","44039435","ce44b300d57c469e8f98440ac3bcf205","1232207992829","IC2432","KH00156","上海腾伟实业有限公司","","","HN皖阜阳货1959140605E","2014/6/4 21:04:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","19.170000","19.170000","19.170000","19.170000","1.000000","","","","","KH04122","2014/6/5 10:44:01","RK1406050008","70","2014/7/3 13:25:48","100006","","","0","6","0","","","","0","","","","",""
"63","645043f1ddb944d38f7d126e5f806e7d","0101","0114070138","44039436","21651cbb42ce461cb7b73e40fd06e85b","1232207991464","BE1112","KH00156","上海腾伟实业有限公司","","","HN皖阜阳货1959140605E","2014/6/4 23:30:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","19.160000","19.160000","19.160000","19.160000","1.000000","","","","","KH04122","2014/6/5 10:44:01","RK1406050008","70","2014/7/3 13:25:48","100006","","","0","7","0","","","","0","","","","",""
"64","2860aee21e5e4465864cd6795113a1f0","0101","0114070138","44039272","b44b999bbb384ce2baaf2dd628a44abb","1232207990535","DE2842","KH00156","上海腾伟实业有限公司","","","HN中华5988140604F","2014/6/4 3:01:00","","110","加工完成","1","018001","普通货物","PZ004002001","板坯","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","19.020000","19.020000","19.020000","19.020000","1.000000","","","","","KH04122","2014/6/4 10:55:25","RK1406040026","70","2014/7/3 13:25:48","100006","","","0","8","0","","","","0","","","","",""
"65","70df62aa6609495a92674625888a0a07","0101","0114070138","44039369","385e28a06b424a47b8602aa0040afff2","1232207991099","CE2732","KH00156","上海腾伟实业有限公司","","","HN中华5988140604F","2014/6/4 5:35:00","","110","加工完成","1","018001","普通货物","PZ004002001","板坯","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","19.450000","19.450000","19.450000","19.450000","1.000000","","","","","KH04122","2014/6/4 10:55:25","RK1406040026","70","2014/7/3 13:25:48","100006","","","0","9","0","","","","0","","","","",""
"66","2eacee6290ca43f3b5075c482b47812e","0101","0114070138","D140405101P","58541d40e45c48d4a9b573df1db68a5d","1232207967575","ID1241","KH00156","上海腾伟实业有限公司","","","SXJM兴宁120140430B","2014/4/30 10:17:27","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.760000","19.760000","19.760000","19.760000","1.000000","","","","","KH04647","2014/4/30 10:17:27","RK1404300015","70","2014/7/3 13:25:48","100006","","","0","10","0","","","","0","","","","",""
"67","8b9e7cb3ce854b5fb4b20b3144a54ef0","0101","0114070138","D140405091P","dbaa6a437b484ccfa8adfc7f556cd6dd","1232207967452","DE2822","KH00156","上海腾伟实业有限公司","","","SXJM兴宁120140430B","2014/4/30 10:17:27","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","17.060000","17.060000","17.060000","17.060000","1.000000","","","","","KH04647","2014/4/30 10:17:27","RK1404300015","70","2014/7/3 13:25:48","100006","","","0","11","0","","","","0","","","","",""
"68","a89f998f286f4e77b76afdb050f7115e","0101","0114070138","D140318664P","1718f93a64ec4c95ab9a37b58511b419","1232207961955","DB1741","KH00156","上海腾伟实业有限公司","","","SXJM兴宁77140415B","2014/4/15 11:20:40","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.780000","19.780000","19.780000","19.780000","1.000000","","","","","KH04647","2014/4/15 11:20:40","RK1404150007","70","2014/7/3 13:25:48","100006","","","0","12","0","","","","0","","","","",""
"69","bf85205982d54bdf9459fda08adb136b","0101","0114070138","D140318665P","77d23173a97f45f88b54da3d1e7efd2b","1232207961979","DB1721","KH00156","上海腾伟实业有限公司","","","SXJM兴宁77140415B","2014/4/15 11:20:40","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.930000","19.930000","19.930000","19.930000","1.000000","","","","","KH04647","2014/4/15 11:20:40","RK1404150007","70","2014/7/3 13:25:48","100006","","","0","13","0","","","","0","","","","",""
"70","c2bb04a8f3c1483194e51844c9ade3ca","0101","0114070138","D140318653P","647696dd1ba94cb0a2b944a545f636a3","1232207962921","DB1762","KH00156","上海腾伟实业有限公司","","","SXJM兴宁77140415B","2014/4/15 11:20:40","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.750000","19.750000","19.750000","19.750000","1.000000","","","","","KH04647","2014/4/15 11:20:40","RK1404150007","70","2014/7/3 13:25:48","100006","","","0","14","0","","","","0","","","","",""
"71","a80e7a46fba7446680caf403b3ffe586","0101","0114070138","D140318654P","e7fd42581aea485492433b2ce8ea3f4a","1232207962082","DB2741","KH00156","上海腾伟实业有限公司","","","SXJM兴宁77140415B","2014/4/15 11:20:40","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.880000","19.880000","19.880000","19.880000","1.000000","","","","","KH04647","2014/4/15 11:20:40","RK1404150007","70","2014/7/3 13:25:48","100006","","","0","15","0","","","","0","","","","",""
"72","a9744928c77948b88bd8c3ad220e4249","0101","0114070138","D140318655P","f42f6c67da164c81aea0eb2d34c4c198","1232207962013","DB1761","KH00156","上海腾伟实业有限公司","","","SXJM兴宁77140415B","2014/4/15 11:20:40","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.790000","19.790000","19.790000","19.790000","1.000000","","","","","KH04647","2014/4/15 11:20:40","RK1404150007","70","2014/7/3 13:25:48","100006","","","0","16","0","","","","0","","","","",""
"73","236a16ea92164e43b0b2f00e1ad39e95","0101","0114070138","D140109448P","DF3B8225C2DB4D6A86DE8BD368557164","1231208340738","ED1711","KH00156","上海腾伟实业有限公司","","","SXJM神鱼8140301A","2014/3/3 9:35:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","18.970000","18.970000","0.000000","18.970000","1.000000","","","","","KH04647","2014/3/3 9:29:00","","70","2014/7/3 13:25:48","100006","","","0","17","0","","","","0","","","","",""
"74","2badefc5c24e48a6b425df9538001526","0101","0114070138","D140109445P","3CBBB059D3034F1D9614D887C242F3BC","1231208332948","CE1622","KH00156","上海腾伟实业有限公司","","","SXJM神鱼8140301A","2014/3/3 9:35:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","18.950000","18.950000","0.000000","18.950000","1.000000","","","","","KH04647","2014/3/3 9:29:00","","70","2014/7/3 13:25:48","100006","","","0","18","0","","","","0","","","","",""
"75","8be8b91ffd954fcaa54f1fadd508f8b5","0101","0114070138","D140430772P","04528fea8c7c4052af06802d44f1040d","1232207970803","IB1762","KH00156","上海腾伟实业有限公司","","","SXJM华顺达168140521B","2014/5/21 20:01:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.430000","19.430000","19.430000","19.430000","1.000000","","","","","KH04647","2014/5/22 9:36:08","RK1405220006","70","2014/7/3 13:25:48","100006","","","0","19","0","","","","0","","","","",""
"76","177c74924ec64642bd5e317448eb4f53","0101","0114070138","D140430771P","154c79ad194d449cb9e2c3e18efb8e7e","1232207970575","GA1362","KH00156","上海腾伟实业有限公司","","","SXJM华顺达168140521B","2014/5/21 20:58:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.590000","19.590000","19.590000","19.590000","1.000000","","","","","KH04647","2014/5/22 9:36:08","RK1405220006","70","2014/7/3 13:25:48","100006","","","0","20","0","","","","0","","","","",""
"77","80abd90235484128a0e2b890e89902d0","0101","0114070138","D140405093P","7e41037298004f81813630f3112e1a6c","1232207965601","DB2261","KH00156","上海腾伟实业有限公司","","","SXJM银大6140423A","2014/4/22 11:44:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000057","本钢","","","1.8*1250*0","1.800000","1250.000000","0.000000","19.850000","19.850000","19.850000","19.850000","1.000000","","","","","KH04647","2014/4/23 10:55:51","RK1404230031","70","2014/7/3 13:25:48","100006","","","0","21","0","","","","0","","","","",""
"78","ea6b719a7a114ec58e05464389076f84","0101","0114070138","44028678","4540bd1d9e3b48f782eaca0d7b0ecadb","1232207977420","BB1162","KH00156","上海腾伟实业有限公司","","","HN豫鑫裕1258914508C","2014/5/8 5:53:00","","110","加工完成","1","018001","普通货物","PZ001001004","热卷","GZ000419","Q235B","CD000064","武钢","","","1.45*1250*0","1.450000","1250.000000","0.000000","20.210000","20.210000","20.210000","20.210000","1.000000","","","","","KH04122","2014/5/9 11:30:08","RK1405090026","70","2014/7/3 13:25:48","100006","","","0","0","0","","","","0","","","","",""
"79","1b16d7215cdf4bac9ccbf6d6be34ba78","0101","0115010065","R4270700401","f034fab857bc4bdfa29f12f2481cd947","R4270700401","IB2141","KH00158","上海正严贸易有限公司","TI151411000022","","I4KC000168","2015/1/2 7:16:41","","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","CD000002","宝钢","","","3*1250*C","3.000000","1250.000000","0.000000","25.510000","25.510000","25.510000","25.510000","1.000000","","","","","KH05188","2015/1/3 11:07:22","RK1501030039","70","2015/1/5 10:15:34","100006","","","0","0","0","","","","0","","0","","",""
"80","af289a3900774e4aa5c5914c9a5c9a9f","0101","0115010065","R4270700500","0234d7f13a7349d0be672f327df479ff","R4270700500","CF1112","KH00158","上海正严贸易有限公司","TI151411000022","R4270700500","I4KC000168","2015/1/2 7:16:41","TI151411000022","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","158552","3*1250*C","3.000000","1250.000000","0.000000","25.820000","25.820000","25.820000","25.820000","1.000000","","","","","KH05188","2015/1/2 8:11:08","RK1501020011","70","2015/1/5 10:15:34","100006","","","0","1","0","","","","0","","0","","",""
"81","1451b8e0f8894d3fa8da045ee24a3fd8","0101","0114121380","R4269703401","1c54190ac3b844779e0b19791f09eaf0","R4269703401","CF1612","KH00158","上海正严贸易有限公司","TI151411000022","R4269703401","I4KC000168","2014/12/30 7:37:02","TI151411000022","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","159889","3*1250*C","3.000000","1250.000000","0.000000","25.650000","25.650000","25.650000","25.650000","1.000000","","","","","KH05188","2014/12/30 8:26:20","RK1412300005","70","2014/12/31 10:20:26","100006","","","0","0","0","","","","0","","0","","",""
"82","4864e04ed02e43c3bae081c750c8bebe","0101","0114121380","R4269703500","605243c145174161942829d1db3eab71","1232207114764","JA1322","KH00158","上海正严贸易有限公司","TI151411000022","R4269703500","I4KC000168","2014/12/31 7:16:58","TI151411000022","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","159889","3*1250*C","3.000000","1250.000000","0.000000","24.280000","24.280000","24.280000","24.280000","1.000000","","","","","KH05188","2014/12/31 8:30:37","RK1412310002","70","2014/12/31 10:20:26","100006","","","0","1","0","","","","0","","0","","",""
"83","1dc15b9d460942a2b00041e0d793530e","0101","0115010687","114127104500","2bcb1e52cdf542e9bd6b55b7fe7e592c","114127104500","IC1652","KH00158","上海正严贸易有限公司","TI151412000002","114127104500","I5K0000003","2014/12/29 12:19:04","TI151412000002","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000026","S420MC","","宝钢","","14410142","10*1475*C","10.000000","1475.000000","0.000000","29.140000","29.140000","29.140000","29.140000","1.000000","","","","","KH05188","2014/12/30 8:28:57","RK1412300009","70","2015/1/19 16:29:25","100006","","","0","0","0","","","","0","","0","","",""
"84","f6987c7db154480a85ac08b69bc33c7e","0101","0115010962","R5012702501","b5b3344db1384400933f66b40e450369","R5012702501","ID2212","KH00158","上海正严贸易有限公司","TI151412000013","R5012702501","I5KC000006","2015/1/21 18:20:26","TI151412000013","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","160473","3*1250*C","3.000000","1250.000000","0.000000","19.660000","19.660000","19.660000","19.660000","1.000000","","","","","KH05188","2015/1/22 10:39:40","RK1501220002","70","2015/1/27 12:30:59","100006","","","0","0","0","","","","0","","0","","",""
"85","79fc2e3f950040a1bf66c950b0aaa539","0101","0115010962","R5009001100","bf40263c40e94f41a19e2ce1658dd257","R5009001100","CB1311","KH00158","上海正严贸易有限公司","TI151412000013","R5009001100","I5KC000006","2015/1/16 13:13:17","TI151412000013","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","160473","3*1250*C","3.000000","1250.000000","0.000000","25.520000","25.520000","25.520000","25.520000","1.000000","","","","","KH05188","2015/1/17 10:09:10","RK1501170003","70","2015/1/27 12:30:59","100006","","","0","1","0","","","","0","","0","","",""
"86","3802c84b201640bc8aff2888ba8b2898","0101","0115010962","R5008201500","bdedfd6fdf37417f9aef4a734cfd7dfa","R5008201500","JA1221","KH00158","上海正严贸易有限公司","TI151412000013","R5008201500","I5KC000006","2015/1/17 7:38:05","TI151412000013","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","160473","3*1250*C","3.000000","1250.000000","0.000000","25.610000","25.610000","25.610000","25.610000","1.000000","","","","","KH05188","2015/1/17 10:08:07","RK1501170001","70","2015/1/27 12:30:59","100006","","","0","2","0","","","","0","","0","","",""
"87","da113eb2a63b449782aa5543fb5b5b68","0101","0115010962","R5008201401","9fdfb6b189b34cf9ae0dd0bf8b49629d","R5008201401","CB1152","KH00158","上海正严贸易有限公司","TI151412000013","R5008201401","I5KC000006","2015/1/17 7:38:25","TI151412000013","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","160473","3*1250*C","3.000000","1250.000000","0.000000","23.910000","23.910000","23.910000","23.910000","1.000000","","","","","KH05188","2015/1/17 10:08:48","RK1501170002","70","2015/1/27 12:30:59","100006","","","0","3","0","","","","0","","0","","",""
"88","3dc46d813ea549ff8181f8f8cbeacbfb","0101","0115010962","R5009001001","40a73ba39f1442f4bd18ca8732bd3c74","R5009001001","ID1121","KH00158","上海正严贸易有限公司","TI151412000013","R5009001001","I5KC000006","2015/1/18 17:51:12","TI151412000013","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","160473","3*1250*C","3.000000","1250.000000","0.000000","25.490000","25.490000","25.490000","25.490000","1.000000","","","","","KH05188","2015/1/19 8:49:08","RK1501190003","70","2015/1/27 12:30:59","100006","","","0","4","0","","","","0","","0","","",""
"89","b9298897abdb46aa8fca4b72f57ef48b","0101","0115011104","R5016802801","7e6d71be200d41ae80b423404a01b252","R5016802801","ID1112","KH00158","上海正严贸易有限公司","TI151412000013","R5016802801","I5KC000006","2015/1/27 18:31:51","TI151412000013","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000334","SAPH400","","宝钢","","160459","3*1250*C","3.000000","1250.000000","0.000000","24.370000","24.370000","24.370000","24.370000","1.000000","","","","","KH05188","2015/1/28 10:35:14","RK1501280049","70","2015/1/29 14:02:16","100006","","","0","0","0","","","","0","","0","","",""
"90","8ad30ed04ad2432988630e339ff14a57","0101","0115030056","02150700700","326479e4531541dcb027f398e95e0706","1232207134007","CB1413","KH00158","上海正严贸易有限公司","TI151501000022","02150700700","I5K0000061","2015/2/25 9:46:57","TI151501000022","110","加工完成","1","018001","普通货物","PZ001001014","直发卷","GZ000658","ST52-3","CD000002","宝钢","","525402","6*1250*C","6.000000","1250.000000","0.000000","19.520000","19.520000","19.520000","19.520000","1.000000","","","","","KH05188","2015/2/25 9:46:57","RK1502250002","70","2015/3/3 9:38:03","100002","","","0","0","0","","","","0","25.8元/吨","0","","",""
