"   ","OUTPACKID","DEPTID","OUTBILLNO","GOODSID","PACKNUM","BARCODE","GOODSLOCID","OWNERNAME","OWNERNO","GOODSOWNERMANAGENUM","GOODSOWNERPACKNUM","MANAGENUM","INBEGINTIME","CONTRACTNO","OLDGOODSSTATENAME","OLDGOODSSTATENO","GOODSSTATENAME","GOODSSTATENO","GOODSTYPENAME","GOODSTYPE","KINDNAME","KINDNO","SHOPSIGNNAME","SHOPSIGNID","PRODAREANAME","PRODAREAID","GOODSBATCHNUM","GRADENUM","GRADENUMTHICK","GRADENUMWIDTH","GRADENUMLENGTH","GROSSWEIGHT","OUTGROSSWEIGHT","OUTNETWEIGHT","NETWEIGHT","POUNDWEIGHT","CHECKWEIGHT","SHEETNUM","PACKTYPE","QUALITYMEMO","FIRSTINOWNERID","FIRSTINDATE","INBILLID","MATERIALGOODSID","INTYPE","MEMO","CUSTBILL","SENDFLAG","VELFLAG","R_RECORD_CREATE_DATE","R_RECORD_CREATE_USER","R_RECORD_UPDATE_DATE","R_RECORD_UPDATE_USER","R_RECORD_IS_DELETED","FOREIGNLISTNO","CREATEID","CREATERNAME","SIDEMARK","STOCKTYPE","OUTBILLPICKOWNERNAME","R_RECORD_CHANGE_FLAG","INCUSTTIME","CUSTDAY","SDPRICE","OUTTYPE","EXTSYSKINDID","EXTSYSSHOPSIGNID","EXTSYSGRADENUM","PRODSTOVENO","CHECK_TYPE","SINGLESHEETNUM","SINGLESHEET","GRADENUMXH","OUTBILLPICKOWNERNO","OUTPASSWORD","SHIPNO","SHIPNAME","SHIPCD","SHIPLEVEL","SORT_EMP","LENGTH_PRODUCT_MAX","PACKTYPENAME","DBCKFLAG","DBOWNER","DISPERSESHEET","OUTCARNO","OUTCUSTTIME","PLY","ORIGINOUTSHEETNUM","OUTSHEETNUM","ORIGINOUTNETWEIGHT","ISSPLIT","PREFOREIGNLISTNO","DRAWNO","HANDNO","SAVENO","LOCLV2","GRADENUMWHDW","OPTFLAG","PAYEDFLAG","SALE_PRICE_AT","PRICE","CHANGEOWNERTIMES","CONTRACT_ID","CONTRACT_SUBID","JYZXFLAG","OUTBILLDATE","ROLLPLY","READYOUT","VALIDDATE","LOCKCOUNT","LOCLV1"
"27","331f992463a14be08cd7b4c6c4d2d420","0101","CK1407090025","a40b3abd9e3d400bb624f8ce7f8f21a7","D140325572D-02","1232207619504","KB1111","上海昊乾实业有限公司","KH05138","","","SXJM康瑞86140414P","2014/7/8 21:09:36","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","SPHC","GZ000005","","CD000057","","4*1500*3000","4.000000","1500.000000","3000.000000","7.780000","7.780000","7.780000","7.780000","7.780000","7.780000","55.000000","007001                          ","","KH04647","2014/7/8 21:09:36","","0114070332","60","","","0","1","2014/7/9 13:57:32","1818","","","0","2315","1818","肖萍","","未知","上海昊乾实业有限公司","2","2014/7/8 21:09:36","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05138","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 13:57:31","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"28","3fff9060cefa4c3292d240fbb0e1d91a","0101","CK1407090025","55d9c1f12bb7499097ecd3db063489a4","D140325572D-03","1232207619511","KB1111","上海昊乾实业有限公司","KH05138","","","SXJM康瑞86140414P","2014/7/8 21:09:36","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","SPHC","GZ000005","","CD000057","","4*1500*3000","4.000000","1500.000000","3000.000000","6.790000","6.790000","6.790000","6.790000","6.790000","6.790000","48.000000","007001                          ","","KH04647","2014/7/8 21:09:36","","0114070332","60","","","0","1","2014/7/9 13:57:32","1818","","","0","2315","1818","肖萍","","未知","上海昊乾实业有限公司","2","2014/7/8 21:09:36","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05138","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 13:57:31","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"29","44d319f88afd4ca1a1ec159f0a1f9890","0101","CK1407090017","496f397a32c645d58e266dc0f4aed739","3C25E05030-01","1232207878949","KN1111","上海浙旭实业有限公司","KH04950","","","TJXY鑫顺达13619K","2014/7/8 16:08:26","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004001","45","GZ001391","","CD000017","","3.55*1250*2000","3.550000","1250.000000","2000.000000","4.770000","4.770000","4.770000","4.770000","4.770000","4.770000","67.000000","007001                          ","","KH05428","2014/7/8 16:08:26","","0114070261","60","","","0","1","2014/7/9 12:56:04","100002","","","0","2452","100002","顾陆萍","","未知","上海浙旭实业有限公司","2","2014/7/8 16:08:26","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04950","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 12:56:11","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"30","103fd240025a4e7e974f9c121f4d04d9","0101","CK1407090017","49c08193cc044d1fb5334bd1fb736a0c","3C25E05030-02","1232207878956","KN1111","上海浙旭实业有限公司","KH04950","","","TJXY鑫顺达13619K","2014/7/8 16:08:26","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004001","45","GZ001391","","CD000017","","3.55*1250*2000","3.550000","1250.000000","2000.000000","4.770000","4.770000","4.770000","4.770000","4.770000","4.770000","67.000000","007001                          ","","KH05428","2014/7/8 16:08:26","","0114070261","60","","","0","1","2014/7/9 12:56:04","100002","","","0","2452","100002","顾陆萍","","未知","上海浙旭实业有限公司","2","2014/7/8 16:08:26","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04950","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 12:56:11","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"31","0683dc4b25fc41618bb6cf957148441f","0101","CK1407090017","643d8015a5904763976c19ce8c376560","3C25E05030-03","1232207878963","KN1111","上海浙旭实业有限公司","KH04950","","","TJXY鑫顺达13619K","2014/7/8 16:08:26","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004001","45","GZ001391","","CD000017","","3.55*1250*2000","3.550000","1250.000000","2000.000000","4.770000","4.770000","4.770000","4.770000","4.770000","4.770000","67.000000","007001                          ","","KH05428","2014/7/8 16:08:26","","0114070261","60","","","0","1","2014/7/9 12:56:04","100002","","","0","2452","100002","顾陆萍","","未知","上海浙旭实业有限公司","2","2014/7/8 16:08:26","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04950","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 12:56:11","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"32","806ecd75197442d5964f1fd7c4303539","0101","CK1407090017","21c50e116be4482cab871e73f743313a","3C25E05030-04","1232207878970","KN1111","上海浙旭实业有限公司","KH04950","","","TJXY鑫顺达13619K","2014/7/8 16:08:26","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004001","45","GZ001391","","CD000017","","3.55*1250*2000","3.550000","1250.000000","2000.000000","4.340000","4.340000","4.340000","4.340000","4.340000","4.340000","61.000000","007001                          ","","KH05428","2014/7/8 16:08:26","","0114070261","60","","","0","1","2014/7/9 12:56:04","100002","","","0","2452","100002","顾陆萍","","未知","上海浙旭实业有限公司","2","2014/7/8 16:08:26","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04950","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 12:56:11","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"33","5c697f164b264c61b8c2ab01e99fa28f","0101","CK1407090017","42b4f9f21df24c06ad6e037c4076c853","3C25E05030-05","1232207878987","KN1111","上海浙旭实业有限公司","KH04950","","","TJXY鑫顺达13619K","2014/7/8 16:08:26","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004001","45","GZ001391","","CD000017","","3.55*1250*500/200","3.550000","1250.000000","2000.000000","0.020000","0.020000","0.020000","0.020000","0.020000","0.020000","2.000000","007001                          ","","KH05428","2014/7/8 16:08:26","","0114070261","60","","","0","1","2014/7/9 12:56:04","100002","","","0","2452","100002","顾陆萍","","未知","上海浙旭实业有限公司","2","2014/7/8 16:08:26","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04950","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 12:56:11","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"34","7911a7f8a8fa48c4aa599ee8191f5ce7","0101","CK1407090027","e5b4f7cb4c7f48c78e95e182557224a2","R4140902101","1232207909445","CA1672","成都宝钢西部贸易有限公司","KH00004","TI13140600014","R4140902101","I4D0000561","2014/7/5 5:56:00","TI13140600014","正常在库","20","已出库","40","普通货物","018001","直发卷","PZ001001014","SPHC","GZ000005","宝钢","","","2*1500*C","2.000000","1500.000000","0.000000","20.910000","20.910000","20.910000","20.910000","20.910000","0.000000","1.000000","","","KH00004","2014/7/5 9:09:26","RK1407050026","","20","","","1","1","2014/7/9 15:53:31","100003","2014/7/10 10:51:49","100003","0","DC140701174","100003","钱晓平","钢联沪D63635","室内存储","上海富舜贸易有限公司","2","2014/7/5 9:09:26","4","","正常出库","","SPHC","2*1500*C","154276","","0.000000","0.000000","0.000000","KH01276","","","","","","","1683.000000","","0","","0.000000","","2014/7/9 15:53:29","0","0.000000","0.000000","0.000000","0","DC140701174","","","","","","","","","","0","","","0","","0","","","",""
"35","ee02813fa6324d9fad4eda3783776ff9","0101","CK1407090009","3c8a567d1af449b292b257dd90e149cb","X140608031S-01","1232207630592","KB1111","上海博益实业有限公司","KH04500","","","MXD兴宁7720140702O","2014/7/8 15:15:02","","正常在库","20","已出库","40","加工成品","018004","热轧开平板","PZ006004002","Q235B","GZ000419","","CD000057","","3*1250*2500","3.000000","1250.000000","2500.000000","4.733000","4.733000","4.733000","4.733000","4.733000","4.733000","65.000000","007001                          ","","KH01528","2014/7/8 15:15:02","","0114070306","60","","","0","1","2014/7/9 9:58:28","1818","","","0","10","1818","肖萍","","未知","上海博益实业有限公司","2","2014/7/8 15:15:02","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04500","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 9:58:42","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"36","4c6aa146390c4579b2ee049361678152","0101","CK1407090009","e0ad9f940b5b4e068a376be11a9e72df","X140608031S-02","1232207630608","KB1111","上海博益实业有限公司","KH04500","","","MXD兴宁7720140702O","2014/7/8 15:15:02","","正常在库","20","已出库","40","加工成品","018004","热轧开平板","PZ006004002","Q235B","GZ000419","","CD000057","","3*1250*2500","3.000000","1250.000000","2500.000000","4.733000","4.733000","4.733000","4.733000","4.733000","4.733000","65.000000","007001                          ","","KH01528","2014/7/8 15:15:02","","0114070306","60","","","0","1","2014/7/9 9:58:28","1818","","","0","10","1818","肖萍","","未知","上海博益实业有限公司","2","2014/7/8 15:15:02","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04500","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 9:58:42","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"37","ac3861f6519745f08b519cd5533877ed","0101","CK1407090009","e3cddceb510c4acfa1eae20a13c1619c","X140608031S-03","1232207630837","KB1111","上海博益实业有限公司","KH04500","","","MXD兴宁7720140702O","2014/7/8 15:15:02","","正常在库","20","已出库","40","加工成品","018004","热轧开平板","PZ006004002","Q235B","GZ000419","","CD000057","","3*1250*2500","3.000000","1250.000000","2500.000000","4.733000","4.733000","4.733000","4.733000","4.733000","4.733000","65.000000","007001                          ","","KH01528","2014/7/8 15:15:02","","0114070306","60","","","0","1","2014/7/9 9:58:28","1818","","","0","10","1818","肖萍","","未知","上海博益实业有限公司","2","2014/7/8 15:15:02","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04500","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 9:58:42","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"38","1b16c211bf9946929ba2e8f482f7edac","0101","CK1407090009","20284c140d114c08b7ac80bf05c1dee3","X140608031S-04","1232207630844","KB1111","上海博益实业有限公司","KH04500","","","MXD兴宁7720140702O","2014/7/8 15:15:02","","正常在库","20","已出库","40","加工成品","018004","热轧开平板","PZ006004002","Q235B","GZ000419","","CD000057","","3*1250*2500","3.000000","1250.000000","2500.000000","5.024000","5.024000","5.024000","5.024000","5.024000","5.024000","69.000000","007001                          ","","KH01528","2014/7/8 15:15:02","","0114070306","60","","","0","1","2014/7/9 9:58:28","1818","","","0","10","1818","肖萍","","未知","上海博益实业有限公司","2","2014/7/8 15:15:02","1","","正常出库","","","","","","0.000000","0.000000","0.000000","KH04500","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/9 9:58:42","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"39","48a6f8ec739b4b849ff2b58c804ca5a7","0101","CK1407090019","9fcd4d9586a441caa4feb07eb0acc4c5","1719830310","1231210023803","S1111","广州宝钢南方贸易有限公司","KH00005","TA28140400133","1417198390310","A4B0000595","2014/6/1 9:09:00","TA28140400133","正常在库","20","已出库","40","普通货物","018001","初轧板坯","PZ004002002","1.2311","GZ002861","宝钢","","","170*1600*4000","170.000000","1600.000000","4000.000000","12.260000","12.260000","12.260000","12.260000","12.260000","0.000000","1.000000","","","KH00005","2014/6/2 11:14:08","RK1406020022","","20","","","0","1","2014/7/9 13:22:00","1818","2014/7/22 9:39:34","100033","0","EL1406300038","1818","肖萍","","室内存储","广州宝钢南方贸易有限公司","2","2014/6/2 11:14:08","37","","正常出库","","1.2311","170*1600*4000","171983","","0.000000","0.000000","0.000000","KH00005","","","","","","","576.000000","","0","","0.000000","","2014/7/9 13:21:59","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"40","448982cfca714597a45858e186568af0","0101","CK1407110006","0e6d7a09fac74bd59b93abf24d68874d","D140325751D-01","1232207618057","KB1111","上海新特金属有限公司","KH00769","","","SXJM富翔1020140414F","2014/7/9 11:47:04","","正常在库","20","已出库","40","加工余料","018005","带钢","PZ001001030","SPHC","GZ000005","本钢","CD000057","","2.5*328*0","2.500000","328.000000","0.000000","2.460000","2.460000","2.460000","2.460000","2.460000","2.460000","1.000000","","","KH04647","2014/7/9 11:47:04","","0114070376","60","","","0","1","2014/7/11 9:42:17","1818","","","0","5630","1818","肖萍","","未知","上海新特金属有限公司","2","2014/7/9 11:47:04","2","","正常出库","","","","","","0.000000","0.000000","0.000000","KH00769","","","","","","","0.000000","","0","","0.000000","","2014/7/11 9:42:25","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"41","18f26033fb0b492fa637e38f7efe4a38","0101","CK1407110006","1463f45bd4aa45248bf6cd20ab4c6ea0","D140325751D-02","1232207618064","KB1111","上海新特金属有限公司","KH00769","","","SXJM富翔1020140414F","2014/7/9 11:47:04","","正常在库","20","已出库","40","加工余料","018005","带钢","PZ001001030","SPHC","GZ000005","本钢","CD000057","","2.5*192*0","2.500000","192.000000","0.000000","1.440000","1.440000","1.440000","1.440000","1.440000","1.440000","1.000000","","","KH04647","2014/7/9 11:47:04","","0114070376","60","","","0","1","2014/7/11 9:42:17","1818","","","0","5630","1818","肖萍","","未知","上海新特金属有限公司","2","2014/7/9 11:47:04","2","","正常出库","","","","","","0.000000","0.000000","0.000000","KH00769","","","","","","","0.000000","","0","","0.000000","","2014/7/11 9:42:25","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"42","fca436752aee4dcca5bc0b708deafe39","0101","CK1407110006","4ba7f36badc34ae8bbe861ec76bd1887","D140325751D-03","1232207618071","KB1111","上海新特金属有限公司","KH00769","","","SXJM富翔1020140414F","2014/7/9 11:47:04","","正常在库","20","已出库","40","加工余料","018005","带钢","PZ001001030","SPHC","GZ000005","本钢","CD000057","","2.5*544*0","2.500000","544.000000","0.000000","4.070000","4.070000","4.070000","4.070000","4.070000","4.070000","1.000000","","","KH04647","2014/7/9 11:47:04","","0114070376","60","","","0","1","2014/7/11 9:42:17","1818","","","0","5630","1818","肖萍","","未知","上海新特金属有限公司","2","2014/7/9 11:47:04","2","","正常出库","","","","","","0.000000","0.000000","0.000000","KH00769","","","","","","","0.000000","","0","","0.000000","","2014/7/11 9:42:25","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"43","3485c3b07b8c4190b1ff4af902376b16","0101","CK1407110006","839b6e68337245be9253f90546e3aa35","D140325751D-04","1232207618088","KB1111","上海新特金属有限公司","KH00769","","","SXJM富翔1020140414F","2014/7/9 11:47:04","","正常在库","20","已出库","40","加工余料","018005","带钢","PZ001001030","SPHC","GZ000005","本钢","CD000057","","2.5*436*0","2.500000","436.000000","0.000000","3.260000","3.260000","3.260000","3.260000","3.260000","3.260000","1.000000","","","KH04647","2014/7/9 11:47:04","","0114070376","60","","","0","1","2014/7/11 9:42:17","1818","","","0","5630","1818","肖萍","","未知","上海新特金属有限公司","2","2014/7/9 11:47:04","2","","正常出库","","","","","","0.000000","0.000000","0.000000","KH00769","","","","","","","0.000000","","0","","0.000000","","2014/7/11 9:42:25","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"44","4bbcec739bbf4e4485c01209293b5ab2","0101","CK1407110006","9223d90a4daa4573b932732129dce0a0","D140325751D-05","1232207618095","KB1111","上海新特金属有限公司","KH00769","","","SXJM富翔1020140414F","2014/7/9 11:47:04","","正常在库","20","已出库","40","加工余料","018005","带钢","PZ001001030","SPHC","GZ000005","本钢","CD000057","","2.5*328*0","2.500000","328.000000","0.000000","2.500000","2.500000","2.500000","2.500000","2.500000","2.500000","1.000000","","","KH04647","2014/7/9 11:47:04","","0114070376","60","","","0","1","2014/7/11 9:42:18","1818","","","0","5630","1818","肖萍","","未知","上海新特金属有限公司","2","2014/7/9 11:47:04","2","","正常出库","","","","","","0.000000","0.000000","0.000000","KH00769","","","","","","","0.000000","","0","","0.000000","","2014/7/11 9:42:25","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"45","253d537c849a4c1d91e4893179b7dee8","0101","CK1407100007","ac3eb281ebf146c69c0147d8a7d82340","45116450-07","1232207906291","S1111","上海宝钢包装钢带有限公司","KH02399","","","BZGD140603","2014/7/10 9:56:44","","正常在库","20","已出库","40","加工成品","018004","带钢","PZ001001030","Q345B","GZ000887","宁波钢铁","CD000229","","3.1*边丝*2/板头*1","3.100000","392.000000","0.000000","0.230000","0.230000","0.230000","0.230000","0.230000","0.230000","3.000000","007001                          ","","KH02399","2014/7/10 9:56:44","","0114070434","60","","","0","1","2014/7/10 10:03:52","100006","2014/7/14 20:08:58","100034","0","YA14700044","100006","肖燕","","未知","上海宝钢包装钢带有限公司","2","2014/7/10 9:56:44","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH02399","","","","","","","0.000000","裸包装","0","","0.000000","","2014/7/10 10:03:52","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"46","c2f994ef980248a98614788f81f098d3","0101","CK1407110005","5b40757ab4144723aab0702f3dbf32e5","114584902100","1231210023780","IA1511","武汉宝钢华中贸易有限公司","KH00132","TI151405000154","114584902100","I4LC000344","2014/6/15 15:43:00","TI151405000154","正常在库","20","已出库","40","普通货物","018001","直发卷","PZ001001014","QStE420TM","GZ000052","宝钢","","","6*1250*C","6.000000","1250.000000","0.000000","23.440000","23.440000","23.440000","23.440000","23.440000","0.000000","1.000000","","","KH00132","2014/6/16 8:41:35","RK1406160003","","20","","","1","1","2014/7/11 9:37:46","100003","2014/7/22 10:10:05","100003","0","DC140605563","100003","钱晓平","","室内存储","上海共佳品种钢有限公司","2","2014/6/16 8:41:35","25","","正常出库","直发卷","QStE420TM","6*1250*C","14405501","","0.000000","0.000000","0.000000","KH04157","","","","","","","0.000000","","0","","0.000000","","2014/7/11 9:37:45","0","0.000000","0.000000","0.000000","0","DC140605563","","","","","","","","","","0","","","0","","0","","","",""
"47","11bba0ee20064329910b72a7aa5b4473","0101","CK1407110008","9124816d1db4409f94c840011a7aeda9","D140617035D-01","1232207640324","KB1111","上海谨宝实业有限公司","KH05882","","","MXD兴宁7720140702W","2014/7/11 6:19:37","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","Q235B","GZ000419","","CD000057","","3.75*1500*4000","3.750000","1500.000000","4000.000000","7.320000","7.320000","7.320000","7.320000","7.320000","7.320000","42.000000","","","KH01528","2014/7/11 6:19:37","","0114070571","60","","","0","1","2014/7/11 10:05:21","100003","","","0","SHDZ8886","100003","钱晓平","","未知","上海谨宝实业有限公司","2","2014/7/11 6:19:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05882","","","","","","","0.000000","","0","","0.000000","","2014/7/11 10:05:20","0","0.000000","0.000000","0.000000","0","DC140605563","","","","","","","","","","0","","","0","","0","","","",""
"48","5e413d4fd4ca4d02abb198df2b6d60ca","0101","CK1407110008","215c1564c5f2445b90795983002174d2","D140617035D-02","1232207640331","KB1111","上海谨宝实业有限公司","KH05882","","","MXD兴宁7720140702W","2014/7/11 6:19:37","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","Q235B","GZ000419","","CD000057","","3.75*1500*4000","3.750000","1500.000000","4000.000000","7.320000","7.320000","7.320000","7.320000","7.320000","7.320000","42.000000","","","KH01528","2014/7/11 6:19:37","","0114070571","60","","","0","1","2014/7/11 10:05:21","100003","","","0","SHDZ8886","100003","钱晓平","","未知","上海谨宝实业有限公司","2","2014/7/11 6:19:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05882","","","","","","","0.000000","","0","","0.000000","","2014/7/11 10:05:20","0","0.000000","0.000000","0.000000","0","DC140605563","","","","","","","","","","0","","","0","","0","","","",""
"49","845bdcfe3ec241e5886837de36a06e97","0101","CK1407110008","4b5fb1f2ebec4c0a848f7937aaf32f8d","D140617035D-03","1232207640348","KB1111","上海谨宝实业有限公司","KH05882","","","MXD兴宁7720140702W","2014/7/11 6:19:37","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","Q235B","GZ000419","","CD000057","","3.75*1500*4000","3.750000","1500.000000","4000.000000","7.500000","7.500000","7.500000","7.500000","7.500000","7.500000","43.000000","","","KH01528","2014/7/11 6:19:37","","0114070571","60","","","0","1","2014/7/11 10:05:21","100003","","","0","SHDZ8886","100003","钱晓平","","未知","上海谨宝实业有限公司","2","2014/7/11 6:19:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05882","","","","","","","0.000000","","0","","0.000000","","2014/7/11 10:05:20","0","0.000000","0.000000","0.000000","0","DC140605563","","","","","","","","","","0","","","0","","0","","","",""
"50","b3bada26da2642aea522008baca499ac","0101","CK1407110008","fdb8694892b044b69c6ef4a0cc29c7c6","D140617035D-04","1232207640355","KB1111","上海谨宝实业有限公司","KH05882","","","MXD兴宁7720140702W","2014/7/11 6:19:37","","正常在库","20","已出库","40","加工成品","018004","开平板","PZ006004","Q235B","GZ000419","","CD000057","","3.75*1500*480/1780","3.750000","1500.000000","4000.000000","0.100000","0.100000","0.100000","0.100000","0.100000","0.100000","2.000000","","","KH01528","2014/7/11 6:19:37","","0114070571","60","","","0","1","2014/7/11 10:05:21","100003","","","0","SHDZ8886","100003","钱晓平","","未知","上海谨宝实业有限公司","2","2014/7/11 6:19:37","0","","正常出库","","","","","","0.000000","0.000000","0.000000","KH05882","","","","","","","0.000000","","0","","0.000000","","2014/7/11 10:05:20","0","0.000000","0.000000","0.000000","0","DC140605563","","","","","","","","","","0","","","0","","0","","","",""
"51","eed0fbafb9a74cc2b96fb98cc55cac3e","0101","CK1407090020","d08ad69040bb48d88b096aa3eada7a0f","1719830710","1232207987726","JA1315","广州宝钢南方贸易有限公司","KH00005","TA28140400130","1417198390710","A4B0000592","2014/6/1 9:12:00","TA28140400130","正常在库","20","已出库","40","普通货物","018001","初轧板坯","PZ004002002","1.2311","GZ002861","宝钢","","","155*1600*4000","155.000000","1600.000000","4000.000000","12.234000","12.234000","12.234000","12.234000","12.234000","0.000000","1.000000","","","KH00005","2014/6/2 11:11:35","RK1406020019","","20","","","0","1","2014/7/9 13:23:54","1818","","","0","EL1407070013","1818","肖萍","","室内存储","广州宝钢南方贸易有限公司","2","2014/6/2 11:11:35","37","","正常出库","","1.2311","155*1600*4000","171983","","0.000000","0.000000","0.000000","KH00005","","","","","","","624.000000","","0","","0.000000","","2014/7/9 13:23:53","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"52","1fc81fea73084aefb6bc690104cebb27","0101","CK1407090020","6fce5cc2a4cc4cac8812220d62972a1b","1719830790","1231210023780","S1111","广州宝钢南方贸易有限公司","KH00005","TA28140400130","1417198390790","A4B0000592","2014/6/1 9:11:00","TA28140400130","正常在库","20","已出库","40","普通货物","018001","初轧板坯","PZ004002002","1.2311","GZ002861","宝钢","","","155*1600*4000","155.000000","1600.000000","4000.000000","12.426000","12.426000","12.426000","12.426000","12.426000","0.000000","1.000000","","","KH00005","2014/6/2 11:11:35","RK1406020019","","20","","","0","1","2014/7/9 13:23:54","1818","2014/7/22 9:39:34","100033","0","EL1407070013","1818","肖萍","","室内存储","广州宝钢南方贸易有限公司","2","2014/6/2 11:11:35","37","","正常出库","","1.2311","155*1600*4000","171983","","0.000000","0.000000","0.000000","KH00005","","","","","","","634.000000","","0","","0.000000","","2014/7/9 13:23:53","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"53","d7e7a1e5378f48e9bb12d617094805fb","0101","CK1407090020","f71eb7e1998b486187a55a1d2bcc0a16","1719830910","1231210030672","S1111","广州宝钢南方贸易有限公司","KH00005","TA28140400128","1417198390910","A4B0000590","2014/6/1 9:10:00","TA28140400128","正常在库","20","已出库","40","普通货物","018001","初轧板坯","PZ004002002","1.2311","GZ002861","宝钢","","","145*1600*4000","145.000000","1600.000000","4000.000000","12.110000","12.110000","12.110000","12.110000","12.110000","0.000000","1.000000","","","KH00005","2014/6/2 11:09:25","RK1406020017","","20","","","0","1","2014/7/9 13:23:54","1818","2014/7/22 9:41:49","100033","0","EL1407070013","1818","肖萍","","室内存储","广州宝钢南方贸易有限公司","2","2014/6/2 11:09:25","37","","正常出库","","1.2311","145*1600*4000","171983","","0.000000","0.000000","0.000000","KH00005","","","","","","","668.000000","","0","","0.000000","","2014/7/9 13:23:53","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
"54","a37b16c44d7f46c491d3c78d9722e4df","0101","CK1407090020","55d3f7697f9c40a3a20fcf1f796e2c0c","1719830990","1231208330937","S1111","广州宝钢南方贸易有限公司","KH00005","TA28140400128","1417198390990","A4B0000590","2014/6/1 9:11:00","TA28140400128","正常在库","20","已出库","40","普通货物","018001","初轧板坯","PZ004002002","1.2311","GZ002861","宝钢","","","145*1600*4000","145.000000","1600.000000","4000.000000","12.170000","12.170000","12.170000","12.170000","12.170000","0.000000","1.000000","","","KH00005","2014/6/2 11:09:25","RK1406020017","","20","","","0","1","2014/7/9 13:23:54","1818","2014/7/22 9:41:49","100033","0","EL1407070013","1818","肖萍","","室内存储","广州宝钢南方贸易有限公司","2","2014/6/2 11:09:25","37","","正常出库","","1.2311","145*1600*4000","171983","","0.000000","0.000000","0.000000","KH00005","","","","","","","671.000000","","0","","0.000000","","2014/7/9 13:23:53","0","0.000000","0.000000","0.000000","0","","","","","","","","","","","0","","","0","","0","","","",""
